SCHOOL_YEAR,FIPST,STATENAME,ST,SCH_NAME,LEA_NAME,STATE_AGENCY_NO,UNION,ST_LEAID,LEAID,ST_SCHID,NCESSCH,SCHID,MSTREET1,MSTREET2,MSTREET3,MCITY,MSTATE,MZIP,MZIP4,LSTREET1,LSTREET2,LSTREET3,LCITY,LSTATE,LZIP,LZIP4
2021-2022,17,ILLINOIS,IL,The Communications Program,Kankakee Area Spec Educ Coop,1,,IL-32-046-8500-60,1700056,IL-32-046-8500-60-3204685006004,1.70006E+11,1706397,5200 E Center St,,,Bourbonnais,IL,60914,4464,5200 E Center St,,,Bourbonnais,IL,60914,4464
2021-2022,17,ILLINOIS,IL,Gages Lake School,Spec Educ Dist Lake County/Sedol,1,,IL-34-049-8250-60,1700059,IL-34-049-8250-60-3404982506008,1.70006E+11,1704440,18180 W Gages Lake Rd,,,Gages Lake,IL,60030,1819,18180 W Gages Lake Rd,,,Gages Lake,IL,60030,1819
2021-2022,17,ILLINOIS,IL,John Powers Center,Spec Educ Dist Lake County/Sedol,1,,IL-34-049-8250-60,1700059,IL-34-049-8250-60-3404982506004,1.70006E+11,1704468,201 W Hawthorn Pkwy,,,Vernon Hills,IL,60061,1430,201 W Hawthorn Pkwy,,,Vernon Hills,IL,60061,1430
2021-2022,17,ILLINOIS,IL,Laremont School,Spec Educ Dist Lake County/Sedol,1,,IL-34-049-8250-60,1700059,IL-34-049-8250-60-3404982506001,1.70006E+11,1704472,17934 W Gages Lake Rd,,,Gages Lake,IL,60030,2836,17934 W Gages Lake Rd,,,Gages Lake,IL,60030,2836
2021-2022,17,ILLINOIS,IL,Cyd Lash Academy,Spec Educ Dist Lake County/Sedol,1,,IL-34-049-8250-60,1700059,IL-34-049-8250-60-3404982506011,1.70006E+11,1705106,18042 W Gages Lake Rd,,,Gages Lake,IL,60030,2839,18042 W Gages Lake Rd,,,Gages Lake,IL,60030,2839
2021-2022,17,ILLINOIS,IL,Transition,Spec Educ Dist Lake County/Sedol,1,,IL-34-049-8250-60,1700059,IL-34-049-8250-60-3404982506002,1.70006E+11,1706153,201 W Hawthorn Pkwy,,,Vernon Hills,IL,60061,1430,201 W Hawthorn Pkwy,,,Vernon Hills,IL,60061,1430
2021-2022,17,ILLINOIS,IL,SEDOL Sector Programs,Spec Educ Dist Lake County/Sedol,1,,IL-34-049-8250-60,1700059,IL-34-049-8250-60-3404982506020,1.70006E+11,1706317,18160 W Gages Lake Rd,,,Gages Lake,IL,60030,1819,18160 W Gages Lake Rd,,,Gages Lake,IL,60030,1819
2021-2022,17,ILLINOIS,IL,South School,Spec Educ Dist Lake County/Sedol,1,,IL-34-049-8250-60,1700059,IL-34-049-8250-60-3404982506009,1.70006E+11,1706748,300 N Ridgemoor Ave,,,Mundelein,IL,60060,,300 N Ridgemoor Ave,,,Mundelein,IL,60060,
2021-2022,17,ILLINOIS,IL,Fairhaven School,Spec Educ Dist Lake County/Sedol,1,,IL-34-049-8250-60,1700059,IL-34-049-8250-60-3404982506021,1.70006E+11,1706782,634 Countryside Hwy,,,Mundelein,IL,60060,2502,634 Countryside Hwy,,,Mundelein,IL,60060,2502
2021-2022,17,ILLINOIS,IL,Saunemin Elem School,Saunemin CCSD 438,1,,IL-17-053-4380-04,1700065,IL-17-053-4380-04-1705343802001,1.70007E+11,1705246,39 Main St,,,Saunemin,IL,61769,6110,39 Main St,,,Saunemin,IL,61769,6110
2021-2022,17,ILLINOIS,IL,Social-Emotional Alt Program,Macon-Piatt Spec Educ Jnt Agr,1,,IL-39-055-0610-61,1700069,IL-39-055-0610-61-3905506106105,1.70007E+11,1706364,620 E Garfield Ave,,,Decatur,IL,62526,4550,620 E Garfield Ave,,,Decatur,IL,62526,4550
2021-2022,17,ILLINOIS,IL,Bridges Learning Center,Kaskaskia Spec Educ District,1,,IL-13-058-8010-60,1700074,IL-13-058-8010-60-1305880106005,1.70007E+11,1703419,226 Chicago Ave,,,Centralia,IL,62801,6193,226 Chicago Ave,,,Centralia,IL,62801,6193
2021-2022,17,ILLINOIS,IL,Hoyleton Education Center,Kaskaskia Spec Educ District,1,,IL-13-058-8010-60,1700074,IL-13-058-8010-60-1305880106002,1.70007E+11,1705110,226 Chicago Ave,,,Centralia,IL,62801,,226 Chicago Ave,,,Centralia,IL,62801,
2021-2022,17,ILLINOIS,IL,Kaskaskia Education Center,Kaskaskia Spec Educ District,1,,IL-13-058-8010-60,1700074,IL-13-058-8010-60-1305880106004,1.70007E+11,1705111,2100 E Calumet St,,,Centralia,IL,62801,6511,2100 E Calumet St,,,Centralia,IL,62801,6511
2021-2022,17,ILLINOIS,IL,Marengo Comm Middle School,Marengo-Union E Cons D 165,1,,IL-44-063-1650-03,1700077,IL-44-063-1650-03-4406316501001,1.70008E+11,1703147,816 E Grant Hwy,,,Marengo,IL,60152,3400,816 E Grant Hwy,,,Marengo,IL,60152,3400
2021-2022,17,ILLINOIS,IL,Locust Elem School,Marengo-Union E Cons D 165,1,,IL-44-063-1650-03,1700077,IL-44-063-1650-03-4406316502002,1.70008E+11,1705249,539 Locust St,,,Marengo,IL,60152,3413,539 Locust St,,,Marengo,IL,60152,3413
2021-2022,17,ILLINOIS,IL,Ulysses S Grant Intermediate Sch,Marengo-Union E Cons D 165,1,,IL-44-063-1650-03,1700077,IL-44-063-1650-03-4406316502004,1.70008E+11,1706246,816 E Grant Hwy,,,Marengo,IL,60152,3400,816 E Grant Hwy,,,Marengo,IL,60152,3400
2021-2022,17,ILLINOIS,IL,Ivan K Garrison Center,Four Rivers Spec Educ Dist,1,,IL-01-069-8010-60,1700080,IL-01-069-8010-60-0106980106008,1.70008E+11,1705349,936 W Michigan Ave,,,Jacksonville,IL,62650,3113,936 W Michigan Ave,,,Jacksonville,IL,62650,3113
2021-2022,17,ILLINOIS,IL,Educational Daycare,Four Rivers Spec Educ Dist,1,,IL-01-069-8010-60,1700080,IL-01-069-8010-60-0106980106001,1.70008E+11,1706405,330 W Michigan Ave,,,Jacksonville,IL,62650,3223,330 W Michigan Ave,,,Jacksonville,IL,62650,3223
2021-2022,17,ILLINOIS,IL,LIFE (Learning in Functional Environments),Four Rivers Spec Educ Dist,1,,IL-01-069-8010-60,1700080,IL-01-069-8010-60-0106980106003,1.70008E+11,1706559,936 W Michigan Ave,,,Jacksonville,IL,62650,3113,936 W Michigan Ave,,,Jacksonville,IL,62650,3113
2021-2022,17,ILLINOIS,IL,Early Childhood,Four Rivers Spec Educ Dist,1,,IL-01-069-8010-60,1700080,IL-01-069-8010-60-0106980106002,1.70008E+11,1706562,936 W Michigan Ave,,,Jacksonville,IL,62650,3113,936 W Michigan Ave,,,Jacksonville,IL,62650,3113
2021-2022,17,ILLINOIS,IL,Chana Educ Center/Rock River,Ogle Co Education Cooperative,1,,IL-47-071-8010-60,1700081,IL-47-071-8010-60-4707180106004,1.70008E+11,1706042,204 Main St,,,Chana,IL,61015,8700,204 Main St,,,Chana,IL,61015,8700
2021-2022,17,ILLINOIS,IL,OCEC Life Skills,Ogle Co Education Cooperative,1,,IL-47-071-8010-60,1700081,IL-47-071-8010-60-4707180106010,1.70008E+11,1706670,417 N Colfax St,,,Byron,IL,61010,1438,417 N Colfax St,,,Byron,IL,61010,1438
2021-2022,17,ILLINOIS,IL,Phoenix Program,Black Hawk Area Sp Ed District,1,,IL-49-081-8650-60,1700084,IL-49-081-8650-60-4908186506001,1.70008E+11,1705113,PO Box 100,,,Carbon Cliff,IL,61239,100,PO Box 100,,,Carbon Cliff,IL,61239,100
2021-2022,17,ILLINOIS,IL,Black Hawk Area Special Education Center,Black Hawk Area Sp Ed District,1,,IL-49-081-8650-60,1700084,IL-49-081-8650-60-4908186506003,1.70008E+11,1706326,4680 / 11th St,,,East Moline,IL,61244,4428,4680 / 11th St,,,East Moline,IL,61244,4428
2021-2022,17,ILLINOIS,IL,Black Hawk Area DHH Program,Black Hawk Area Sp Ed District,1,,IL-49-081-8650-60,1700084,IL-49-081-8650-60-4908186506004,1.70008E+11,1706662,4670 11Th St,,,East Moline,IL,61244,4428,4670 11Th St,,,East Moline,IL,61244,4428
2021-2022,17,ILLINOIS,IL,ACHIEVE Program,Black Hawk Area Sp Ed District,1,,IL-49-081-8650-60,1700084,IL-49-081-8650-60-4908186506005,1.70008E+11,1706836,4670 11Th St,,,East Moline,IL,61244,4428,4670 11Th St,,,East Moline,IL,61244,4428
2021-2022,17,ILLINOIS,IL,Schramm Education Center,Tazewell-Mason Cntys Sp Ed Assoc,1,,IL-53-090-3090-61,1700091,IL-53-090-3090-61-5309030906104,1.70009E+11,1704616,300 Cedar St,,,Pekin,IL,61554,7009,300 Cedar St,,,Pekin,IL,61554,7009
2021-2022,17,ILLINOIS,IL,Georgetown-Ridge Farm High School,Georgetown-Ridge Farm CUD 4,1,,IL-54-092-0040-26,1700092,IL-54-092-0040-26-5409200400004,1.70009E+11,1705255,500 W Mulberry St,,,Georgetown,IL,61846,1897,500 W Mulberry St,,,Georgetown,IL,61846,1897
2021-2022,17,ILLINOIS,IL,Mary Miller Junior High School,Georgetown-Ridge Farm CUD 4,1,,IL-54-092-0040-26,1700092,IL-54-092-0040-26-5409200401003,1.70009E+11,1705256,414 W West St,,,Georgetown,IL,61846,1846,414 W West St,,,Georgetown,IL,61846,1846
2021-2022,17,ILLINOIS,IL,Pine Crest Elementary School,Georgetown-Ridge Farm CUD 4,1,,IL-54-092-0040-26,1700092,IL-54-092-0040-26-5409200402002,1.70009E+11,1705258,505 S Kennedy Dr,,,Georgetown,IL,61846,2005,505 S Kennedy Dr,,,Georgetown,IL,61846,2005
2021-2022,17,ILLINOIS,IL,Martin P McKay Education Center,Lincoln-Way Area Spec Ed JA Dist,1,,IL-56-099-8430-60,1700097,IL-56-099-8430-60-5609984306002,1.7001E+11,1704503,516 S Cedar Rd,,,New Lenox,IL,60451,1754,516 S Cedar Rd,,,New Lenox,IL,60451,1754
2021-2022,17,ILLINOIS,IL,Pioneer Grove Educational Center,Lincoln-Way Area Spec Ed JA Dist,1,,IL-56-099-8430-60,1700097,IL-56-099-8430-60-5609984306003,1.7001E+11,1705864,601 Willow St,,,Frankfort,IL,60423,1140,601 Willow St,,,Frankfort,IL,60423,1140
2021-2022,17,ILLINOIS,IL,LWASE-Self-K-8,Lincoln-Way Area Spec Ed JA Dist,1,,IL-56-099-8430-60,1700097,IL-56-099-8430-60-5609984306006,1.7001E+11,1706669,601 Willow St,,,Frankfort,IL,60423,1140,601 Willow St,,,Frankfort,IL,60423,1140
2021-2022,17,ILLINOIS,IL,Illinois School for the Deaf,Dept of Human Services,1,,IL-65-108-9000-80,1700098,IL-65-108-9000-80-6510890003001,1.7001E+11,1705218,125 S Webster Ave,,,Jacksonville,IL,62650,1877,125 S Webster Ave,,,Jacksonville,IL,62650,1877
2021-2022,17,ILLINOIS,IL,Il Sch for the Visually Impaired,Dept of Human Services,1,,IL-65-108-9000-80,1700098,IL-65-108-9000-80-6510890003002,1.7001E+11,1705219,658 E State St,,,Jacksonville,IL,62650,2130,658 E State St,,,Jacksonville,IL,62650,2130
2021-2022,17,ILLINOIS,IL,IL Center for Rehab & Educ-R,Dept of Human Services,1,,IL-65-108-9000-80,1700098,IL-65-108-9000-80-6510890003003,1.7001E+11,1705220,1950 W Roosevelt Rd,,,Chicago,IL,60608,1245,1950 W Roosevelt Rd,,,Chicago,IL,60608,1245
2021-2022,17,ILLINOIS,IL,Thomas Metcalf School,ISU  Laboratory Schools,1,,IL-65-108-9010-80,1700099,IL-65-108-9010-80-6510890102001,1.7001E+11,1704504,Isu Campus Box 7000,,,Normal,IL,61790,1,Isu Campus Box 7000,,,Normal,IL,61790,1
2021-2022,17,ILLINOIS,IL,University High School,ISU  Laboratory Schools,1,,IL-65-108-9010-80,1700099,IL-65-108-9010-80-6510890100001,1.7001E+11,1704506,Isu Campus Box 5300,,,Normal,IL,61790,5300,Isu Campus Box 5300,,,Normal,IL,61790,5300
2021-2022,17,ILLINOIS,IL,University of Illinois High Sch,University of Ill Lab School,1,,IL-65-108-9020-80,1700100,IL-65-108-9020-80-6510890200001,1.7001E+11,1704505,1212 W Springfield Ave,,,Urbana,IL,61801,2909,1212 W Springfield Ave,,,Urbana,IL,61801,2909
2021-2022,17,ILLINOIS,IL,Illinois Mathematics and Science Academy,Illinois Mathematics & Science Academy,1,,IL-65-108-9030-80,1700101,IL-65-108-9030-80-6510890300001,1.7001E+11,1705114,1500 Sullivan Rd,,,Aurora,IL,60506,1067,1500 Sullivan Rd,,,Aurora,IL,60506,1067
2021-2022,17,ILLINOIS,IL,Brussels High School,Brussels CUSD 42,1,,IL-40-007-0420-26,1700102,IL-40-007-0420-26-4000704200001,1.7001E+11,1705345,PO Box 128,,,Brussels,IL,62013,128,PO Box 128,,,Brussels,IL,62013,128
2021-2022,17,ILLINOIS,IL,Brussels Grade School,Brussels CUSD 42,1,,IL-40-007-0420-26,1700102,IL-40-007-0420-26-4000704202001,1.7001E+11,1705346,PO Box 128,,,Brussels,IL,62013,128,PO Box 128,,,Brussels,IL,62013,128
2021-2022,17,ILLINOIS,IL,New Holland-Middletown Elem Sch,New Holland-Middletown ED 88,1,,IL-17-054-0880-02,1700103,IL-17-054-0880-02-1705408802005,1.7001E+11,1705347,75 1250th St,,,Middletown,IL,62666,9734,75 1250th St,,,Middletown,IL,62666,9734
2021-2022,17,ILLINOIS,IL,A-C Central Middle School,A-C Central CUSD 262,1,,IL-01-009-2620-26,1700105,IL-01-009-2620-26-0100926201002,1.70011E+11,1700245,PO Box 260,,,Ashland,IL,62612,260,PO Box 260,,,Ashland,IL,62612,260
2021-2022,17,ILLINOIS,IL,A-C Central High School,A-C Central CUSD 262,1,,IL-01-009-2620-26,1700105,IL-01-009-2620-26-0100926200002,1.70011E+11,1705357,PO Box 260,,,Ashland,IL,62612,260,PO Box 260,,,Ashland,IL,62612,260
2021-2022,17,ILLINOIS,IL,A-C Central Elementary School,A-C Central CUSD 262,1,,IL-01-009-2620-26,1700105,IL-01-009-2620-26-0100926202001,1.70011E+11,1705359,191 S Bluff St,,,Chandlerville,IL,62627,9128,191 S Bluff St,,,Chandlerville,IL,62627,9128
2021-2022,17,ILLINOIS,IL,Heritage High School,Heritage CUSD 8,1,,IL-09-010-0080-26,1700106,IL-09-010-0080-26-0901000800001,1.70011E+11,1705361,PO Box 260,,,Broadlands,IL,61816,260,PO Box 260,,,Broadlands,IL,61816,260
2021-2022,17,ILLINOIS,IL,Heritage Jr High and Elementary School,Heritage CUSD 8,1,,IL-09-010-0080-26,1700106,IL-09-010-0080-26-0901000802001,1.70011E+11,1705363,512 W 1st St,,,Homer,IL,61849,1215,512 W 1st St,,,Homer,IL,61849,1215
2021-2022,17,ILLINOIS,IL,Ridgeview High School,Ridgeview CUSD 19,1,,IL-17-064-0190-26,1700109,IL-17-064-0190-26-1706401900001,1.70011E+11,1705366,202 E Wood St,,,Colfax,IL,61728,9224,202 E Wood St,,,Colfax,IL,61728,9224
2021-2022,17,ILLINOIS,IL,Ridgeview Jr High School,Ridgeview CUSD 19,1,,IL-17-064-0190-26,1700109,IL-17-064-0190-26-1706401901001,1.70011E+11,1705367,202 E Wood St,,,Colfax,IL,61728,9224,202 E Wood St,,,Colfax,IL,61728,9224
2021-2022,17,ILLINOIS,IL,Ridgeview Elementary School,Ridgeview CUSD 19,1,,IL-17-064-0190-26,1700109,IL-17-064-0190-26-1706401902002,1.70011E+11,1705369,300 S Harrison St,,,Colfax,IL,61728,9216,300 S Harrison St,,,Colfax,IL,61728,9216
2021-2022,17,ILLINOIS,IL,Neal Math Science Academy,North Chicago SD 187,1,,IL-34-049-1870-26,1700110,IL-34-049-1870-26-3404918701003,1.70011E+11,1704813,1905 Argonne Dr,,,North Chicago,IL,60064,2500,1905 Argonne Dr,,,North Chicago,IL,60064,2500
2021-2022,17,ILLINOIS,IL,A J Katzenmaier Academy,North Chicago SD 187,1,,IL-34-049-1870-26,1700110,IL-34-049-1870-26-3404918702008,1.70011E+11,1704814,1829 Kennedy Dr,,,North Chicago,IL,60064,2335,1829 Kennedy Dr,,,North Chicago,IL,60064,2335
2021-2022,17,ILLINOIS,IL,Evelyn Alexander School,North Chicago SD 187,1,,IL-34-049-1870-26,1700110,IL-34-049-1870-26-3404918702009,1.70011E+11,1704815,1210 Adams St,,,North Chicago,IL,60064,1317,1210 Adams St,,,North Chicago,IL,60064,1317
2021-2022,17,ILLINOIS,IL,North Chicago Community High Sch,North Chicago SD 187,1,,IL-34-049-1870-26,1700110,IL-34-049-1870-26-3404918700001,1.70011E+11,1705370,1717 17th St,,,North Chicago,IL,60064,2052,1717 17th St,,,North Chicago,IL,60064,2052
2021-2022,17,ILLINOIS,IL,Forrestal Elem School,North Chicago SD 187,1,,IL-34-049-1870-26,1700110,IL-34-049-1870-26-3404918702002,1.70011E+11,1705372,2833 E Washington Ave,,,Great Lakes,IL,60088,1914,2833 E Washington Ave,,,Great Lakes,IL,60088,1914
2021-2022,17,ILLINOIS,IL,LEARN Charter Sch 6 North Chicago Campus,North Chicago SD 187,1,,IL-34-049-1870-26,1700110,IL-34-049-1870-26-340491870202C,1.70011E+11,1706217,3131 Sheridan Rd,,,Great Lakes,IL,60088,1600,3131 Sheridan Rd,,,Great Lakes,IL,60088,1600
2021-2022,17,ILLINOIS,IL,Green Bay Early Childhood Center,North Chicago SD 187,1,,IL-34-049-1870-26,1700110,IL-34-049-1870-26-3404918703003,1.70011E+11,1706357,2100 Green Bay Rd,,,North Chicago,IL,60064,2838,2100 Green Bay Rd,,,North Chicago,IL,60064,2838
2021-2022,17,ILLINOIS,IL,LEARN 10 Charter School,North Chicago SD 187,1,,IL-34-049-1870-26,1700110,IL-34-049-1870-26-340491870203C,1.70011E+11,1706401,1811 Morrow Ave,,,North Chicago,IL,60064,3223,1811 Morrow Ave,,,North Chicago,IL,60064,3223
2021-2022,17,ILLINOIS,IL,Northlawn Jr High School,Streator ESD 44,1,,IL-35-050-0440-02,1700112,IL-35-050-0440-02-3505004401005,1.70011E+11,1705381,202 E 1st St,,,Streator,IL,61364,1591,202 E 1st St,,,Streator,IL,61364,1591
2021-2022,17,ILLINOIS,IL,Centennial Elem School,Streator ESD 44,1,,IL-35-050-0440-02,1700112,IL-35-050-0440-02-3505004402001,1.70011E+11,1705382,614 Oakley Ave,,,Streator,IL,61364,1020,614 Oakley Ave,,,Streator,IL,61364,1020
2021-2022,17,ILLINOIS,IL,Kimes Elem School,Streator ESD 44,1,,IL-35-050-0440-02,1700112,IL-35-050-0440-02-3505004402003,1.70011E+11,1705383,1207 Reading St,,,Streator,IL,61364,2686,1207 Reading St,,,Streator,IL,61364,2686
2021-2022,17,ILLINOIS,IL,Illini Central High School,Illini Central CUSD 189,1,,IL-53-060-1890-26,1700113,IL-53-060-1890-26-5306018900001,1.70011E+11,1705387,208 N West Ave,,,Mason City,IL,62664,1066,208 N West Ave,,,Mason City,IL,62664,1066
2021-2022,17,ILLINOIS,IL,Illini Central Grade School,Illini Central CUSD 189,1,,IL-53-060-1890-26,1700113,IL-53-060-1890-26-5306018902001,1.70011E+11,1705388,208 N West Ave,,,Mason City,IL,62664,1066,208 N West Ave,,,Mason City,IL,62664,1066
2021-2022,17,ILLINOIS,IL,Illini Central Middle School,Illini Central CUSD 189,1,,IL-53-060-1890-26,1700113,IL-53-060-1890-26-5306018901001,1.70011E+11,1705577,208 N West Ave,,,Mason City,IL,62664,1066,208 N West Ave,,,Mason City,IL,62664,1066
2021-2022,17,ILLINOIS,IL,West Campus Facility,Illini Central CUSD 189,1,,IL-53-060-1890-26,1700113,IL-53-060-1890-26-5306018903001,1.70011E+11,1705990,160 E Chestnut St,,,Mason City,IL,62664,1404,160 E Chestnut St,,,Mason City,IL,62664,1404
2021-2022,17,ILLINOIS,IL,South Central High School,South Central CUD 401,1,,IL-13-058-4010-26,1700114,IL-13-058-4010-26-1305840100001,1.70011E+11,1705391,800 W Washington St,,,Farina,IL,62838,1218,800 W Washington St,,,Farina,IL,62838,1218
2021-2022,17,ILLINOIS,IL,South Central Middle School,South Central CUD 401,1,,IL-13-058-4010-26,1700114,IL-13-058-4010-26-1305840101001,1.70011E+11,1705392,503 S Madison St,,,Kinmundy,IL,62854,2464,503 S Madison St,,,Kinmundy,IL,62854,2464
2021-2022,17,ILLINOIS,IL,South Central Elementary-Kinmundy,South Central CUD 401,1,,IL-13-058-4010-26,1700114,IL-13-058-4010-26-1305840102002,1.70011E+11,1705393,810 E 1st St,,,Kinmundy,IL,62854,2122,810 E 1st St,,,Kinmundy,IL,62854,2122
2021-2022,17,ILLINOIS,IL,Henry-Senachwine High School,Henry-Senachwine CUSD 5,1,,IL-35-059-0050-26,1700115,IL-35-059-0050-26-3505900500001,1.70012E+11,1705395,1023 College St,,,Henry,IL,61537,1074,1023 College St,,,Henry,IL,61537,1074
2021-2022,17,ILLINOIS,IL,Henry-Senachwine Grade School,Henry-Senachwine CUSD 5,1,,IL-35-059-0050-26,1700115,IL-35-059-0050-26-3505900502001,1.70012E+11,1705396,201 Richard St,,,Henry,IL,61537,1260,201 Richard St,,,Henry,IL,61537,1260
2021-2022,17,ILLINOIS,IL,SASED Central-Proj Ican & Pace,Sangamon Area Spec Ed Dist,1,,IL-51-084-0100-61,1700116,IL-51-084-0100-61-5108401006101,1.70012E+11,1705397,2500 Taylor Ave,,,Springfield,IL,62703,4390,2500 Taylor Ave,,,Springfield,IL,62703,4390
2021-2022,17,ILLINOIS,IL,Williamson Co Learning Cntr,Williamson Co Spec Educ District,1,,IL-21-100-8010-60,1700118,IL-21-100-8010-60-2110080106003,1.70012E+11,1705810,409 S Court St,,,Marion,IL,62959,2711,409 S Court St,,,Marion,IL,62959,2711
2021-2022,17,ILLINOIS,IL,Williamson Co Intensive Program,Williamson Co Spec Educ District,1,,IL-21-100-8010-60,1700118,IL-21-100-8010-60-2110080106004,1.70012E+11,1705811,801 E Reeves St,,,Marion,IL,62959,3366,801 E Reeves St,,,Marion,IL,62959,3366
2021-2022,17,ILLINOIS,IL,Indian Trail Elem School,North Shore SD 112,1,,IL-34-049-1120-02,1700119,IL-34-049-1120-02-3404911202003,1.70012E+11,1702183,2075 Saint Johns Ave,,,Highland Park,IL,60035,2416,2075 Saint Johns Ave,,,Highland Park,IL,60035,2416
2021-2022,17,ILLINOIS,IL,Braeside Elem School,North Shore SD 112,1,,IL-34-049-1120-02,1700119,IL-34-049-1120-02-3404911202002,1.70012E+11,1702185,150 Pierce Rd,,,Highland Park,IL,60035,5327,150 Pierce Rd,,,Highland Park,IL,60035,5327
2021-2022,17,ILLINOIS,IL,Edgewood Middle School,North Shore SD 112,1,,IL-34-049-1120-02,1700119,IL-34-049-1120-02-3404911201002,1.70012E+11,1702186,2031 Sheridan Rd,,,Highland Park,IL,60035,2401,2031 Sheridan Rd,,,Highland Park,IL,60035,2401
2021-2022,17,ILLINOIS,IL,Ravinia Elem School,North Shore SD 112,1,,IL-34-049-1120-02,1700119,IL-34-049-1120-02-3404911202004,1.70012E+11,1702189,763 Dean Ave,,,Highland Park,IL,60035,4723,763 Dean Ave,,,Highland Park,IL,60035,4723
2021-2022,17,ILLINOIS,IL,Sherwood Elem School,North Shore SD 112,1,,IL-34-049-1120-02,1700119,IL-34-049-1120-02-3404911202005,1.70012E+11,1702191,1900 Stratford Rd,,,Highland Park,IL,60035,3701,1900 Stratford Rd,,,Highland Park,IL,60035,3701
2021-2022,17,ILLINOIS,IL,Northwood Middle School,North Shore SD 112,1,,IL-34-049-1120-02,1700119,IL-34-049-1120-02-3404911201001,1.70012E+11,1702198,2031 Sheridan Rd,,,Highland Park,IL,60035,2401,2031 Sheridan Rd,,,Highland Park,IL,60035,2401
2021-2022,17,ILLINOIS,IL,Oak Terrace Elem School,North Shore SD 112,1,,IL-34-049-1120-02,1700119,IL-34-049-1120-02-3404911202007,1.70012E+11,1702199,240 Prairie Ave,,,Highwood,IL,60040,1610,240 Prairie Ave,,,Highwood,IL,60040,1610
2021-2022,17,ILLINOIS,IL,Wayne Thomas Elem School,North Shore SD 112,1,,IL-34-049-1120-02,1700119,IL-34-049-1120-02-3404911202008,1.70012E+11,1702200,2939 Summit Ave,,,Highland Park,IL,60035,1135,2939 Summit Ave,,,Highland Park,IL,60035,1135
2021-2022,17,ILLINOIS,IL,Red Oak Elem School,North Shore SD 112,1,,IL-34-049-1120-02,1700119,IL-34-049-1120-02-3404911202006,1.70012E+11,1704408,530 Red Oak Ln,,,Highland Park,IL,60035,4241,530 Red Oak Ln,,,Highland Park,IL,60035,4241
2021-2022,17,ILLINOIS,IL,Green Bay School,North Shore SD 112,1,,IL-34-049-1120-02,1700119,IL-34-049-1120-02-3404911203001,1.70012E+11,1706002,1936 Green Bay Rd,,,Highland Park,IL,60035,3112,1936 Green Bay Rd,,,Highland Park,IL,60035,3112
2021-2022,17,ILLINOIS,IL,Lostant Elem School,Lostant CUSD 425,1,,IL-35-050-4250-26,1700120,IL-35-050-4250-26-3505042502001,1.70012E+11,1702584,PO Box 320,,,Lostant,IL,61334,320,PO Box 320,,,Lostant,IL,61334,320
2021-2022,17,ILLINOIS,IL,Shiloh High School,Shiloh CUSD 1,1,,IL-11-023-0010-26,1700122,IL-11-023-0010-26-1102300100001,1.70012E+11,1700702,21751 N 575th St,,,Hume,IL,61932,7013,21751 N 575th St,,,Hume,IL,61932,7013
2021-2022,17,ILLINOIS,IL,Shiloh Elementary School,Shiloh CUSD 1,1,,IL-11-023-0010-26,1700122,IL-11-023-0010-26-1102300102002,1.70012E+11,1700705,21751 N 575th St,,,Hume,IL,61932,7013,21751 N 575th St,,,Hume,IL,61932,7013
2021-2022,17,ILLINOIS,IL,Meridian High School,Meridian CUSD 15,1,,IL-39-055-0150-26,1700123,IL-39-055-0150-26-3905501500001,1.70012E+11,1700873,PO Box 380,,,Macon,IL,62544,380,PO Box 380,,,Macon,IL,62544,380
2021-2022,17,ILLINOIS,IL,Meridian Middle School,Meridian CUSD 15,1,,IL-39-055-0150-26,1700123,IL-39-055-0150-26-3905501501001,1.70012E+11,1700876,PO Box 198,,,Macon,IL,62544,4380,PO Box 198,,,Macon,IL,62544,4380
2021-2022,17,ILLINOIS,IL,Meridian Elem School,Meridian CUSD 15,1,,IL-39-055-0150-26,1700123,IL-39-055-0150-26-3905501502001,1.70012E+11,1700877,PO Box 350,,,Blue Mound,IL,62513,350,PO Box 350,,,Blue Mound,IL,62513,350
2021-2022,17,ILLINOIS,IL,Bureau Valley High School,Bureau Valley CUSD 340,1,,IL-28-006-3400-26,1700125,IL-28-006-3400-26-2800634000001,1.70013E+11,1701425,PO Box 329,,,Manlius,IL,61338,329,PO Box 329,,,Manlius,IL,61338,329
2021-2022,17,ILLINOIS,IL,Bureau Valley North,Bureau Valley CUSD 340,1,,IL-28-006-3400-26,1700125,IL-28-006-3400-26-2800634002001,1.70013E+11,1701426,323 S Main St,Bureau Valley Elementary - Walnut Campus,,Walnut,IL,61376,9368,323 S Main St,Bureau Valley Elementary - Walnut Campus,,Walnut,IL,61376,9368
2021-2022,17,ILLINOIS,IL,Bureau Valley Elemntry-Wyanet,Bureau Valley CUSD 340,1,,IL-28-006-3400-26,1700125,IL-28-006-3400-26-2800634002005,1.70013E+11,1702860,109 W 4th St,,,Wyanet,IL,61379,9667,109 W 4th St,,,Wyanet,IL,61379,9667
